IPR000266,Ribosomal protein S17,Family
IPR000268,"RNA polymerases, N/8 kDa subunit",Family
IPR000269,Copper amine oxidase,Family
IPR000270,Octicosapeptide/Phox/Bem1p,Domain
IPR000271,Ribosomal protein L34,Family
IPR000272,"Ion-transport regulator, FXYD region",Family
IPR000274,"Adenylate cyclase, class-I",Family
IPR000275,Coagulin,Family
IPR000276,"7TM GPCR, rhodopsin-like",Family
IPR000277,"Cys/Met metabolism, pyridoxal phosphate-dependent enzyme",Family
IPR000278,Lambdoid phages regulatory protein CIII,Family
IPR000280,"Peptidase S31, pestivurus polyprotein NS3/p80",Domain
IPR000281,Helix-turn-helix protein RpiR,Domain
IPR000283,"NADH:ubiquinone oxidoreductase, 75 kDa subunit, conserved site",Conserved_site
IPR000286,Histone deacetylase superfamily,Family
IPR000289,Ribosomal protein S28e,Family
IPR000290,Colicin immunity protein/pyocin immunity protein,Family
IPR000291,"D-alanine--D-alanine ligase/VANA/B/C, conserved site",Conserved_site
IPR000292,Formate/nitrite transporter,Family
IPR000293,"Channel forming colicin, C-terminal cytotoxic",Domain
IPR000294,Gamma-carboxyglutamic acid-rich (GLA) domain,Domain
IPR000295,"Proteinase inhibitor I4, leuserpin 2",Family
IPR000296,Cation-dependent mannose-6-phosphate receptor,Family
IPR000297,"Peptidyl-prolyl cis-trans isomerase, PpiC-type",Domain
IPR000298,"Cytochrome c oxidase, subunit III",Family
IPR000299,FERM domain,Domain
IPR000300,Inositol polyphosphate related phosphatase,Domain
IPR000301,"Tetraspanin, subgroup",Family
IPR000304,Delta 1-pyrroline-5-carboxylate reductase,Family
IPR000305,"Excinuclease ABC, C subunit, N-terminal",Domain
IPR000306,"Zinc finger, FYVE-type",Domain
IPR000307,Ribosomal protein S16,Family
IPR000308,14-3-3 protein,Family
IPR000310,"Orn/Lys/Arg decarboxylase, major region",Domain
IPR000312,"Glycosyl transferase, family 3",Domain
IPR000313,PWWP,Domain
IPR000314,Gastrin receptor,Family
IPR000315,"Zinc finger, B-box",Domain
IPR000316,"Plant EC metallothionein-like protein, family 15",Family
IPR000317,"Peptidase C24, Calicivirus polyprotein ORF 1",Domain
IPR000318,"Nitrogenase component 1, conserved site",Conserved_site
IPR000319,"Aspartate-semialdehyde dehydrogenase, conserved site",Conserved_site
IPR000320,Hedgehog amino-terminal signaling region,Domain
IPR000321,Delta opioid receptor,Family
IPR000322,"Glycoside hydrolase, family 31",Family
IPR000323,"Copper type II, ascorbate-dependent monooxygenase, N-terminal",Domain
IPR000324,Vitamin D receptor,Family
IPR000326,Phosphatidic acid phosphatase type 2/haloperoxidase,Family
IPR000327,POU-specific,Domain
IPR000328,Envelope Polyprotein GP41,Domain
IPR000329,Uteroglobin-like,Family
IPR000330,SNF2-related,Domain
IPR000331,Rap/ran-GAP,Domain
IPR000332,"Adrenergic receptor, beta 2",Family
IPR000333,Activin type II receptor,Family
IPR000334,"Glycoside hydrolase, family 45",Domain
IPR000335,Bleomycin resistance protein,Family
IPR000336,"Flaviviral glycoprotein E, immunoglobulin-like",Domain
IPR000337,"GPCR, family 3",Family
IPR000338,N-myristoylation site,PTM
IPR000340,"Dual specificity phosphatase, catalytic domain",Domain
IPR000341,"Phosphoinositide 3-kinase, ras-binding",Domain
IPR000342,Regulator of G protein signalling,Domain
IPR000343,"Tetrapyrrole biosynthesis, glutamyl-tRNA reductase",Family
IPR000344,"7TM GPCR , serpentine receptor class a  (Sra), Nematode",Family
IPR000346,Crustacean neurohormone CHH,Family
IPR000347,"Plant metallothionein, family 15",Family
IPR000348,emp24/gp25L/p24,Domain
IPR000349,Hepadnavirus major surface antigen,Family
IPR000351,Neuropeptide Y1 receptor,Family
IPR000352,Class I peptide chain release factor,Domain
IPR000353,"MHC class II, beta chain, N-terminal",Domain
IPR000354,Involucrin repeat,Repeat
IPR000355,Chemokine receptor,Family
IPR000356,P2U purinoceptor,Family
IPR000357,HEAT,Repeat
IPR000358,Ribonucleotide reductase,Family
IPR000361,FeS cluster biogenesis,Domain
IPR000362,Fumarate lyase,Domain
IPR000363,"Adrenergic receptor, alpha-1A",Family
IPR000366,Fungal pheromone mating factor STE2 GPCR,Family
IPR000367,"G-protein alpha subunit, group S",Family
IPR000368,Sucrose synthase,Domain
IPR000369,"Potassium channel, voltage-dependent, beta subunit, KCNE",Family
IPR000370,Prostacyclin (prostanoid IP) receptor,Family
IPR000371,P2Y3 purinoceptor,Family
IPR000372,"Leucine-rich repeat, cysteine-rich flanking region, N-terminal",Domain
IPR000374,Phosphatidate cytidylyltransferase,Family
IPR000375,Dynamin central region,Domain
IPR000376,Prostaglandin D receptor,Family
IPR000377,5-Hydroxytryptamine 2C receptor,Family
IPR000378,"Opsin, red/green sensitive",Family
IPR000380,"DNA topoisomerase, type IA, core",Domain
IPR000381,"Inhibin, beta B subunit",Family
IPR000382,"Peptidase S39B, luteovirus",Domain
IPR000383,Peptidase S15,Domain
IPR000385,"MoaA/nifB/pqqE, iron-sulphur binding, conserved site",Conserved_site
IPR000386,"Haemagglutinin, influenza A/B virus type, HA2 chain",Domain
IPR000387,"Dual-specific/protein-tyrosine phosphatase, conserved region",Region
IPR000388,"Sulphonylurea receptor, N-terminal",Domain
IPR000389,Small hydrophilic plant seed protein,Family
IPR000390,Small multidrug resistance protein,Family
IPR000391,"Aromatic-ring-hydroxylating dioxygenase, beta subunit",Family
IPR000392,NifH/frxC,Family
IPR000393,Neuropeptide Y5 receptor,Family
IPR000394,RNA polymerase sigma factor 54,Family
IPR000395,"Peptidase M27, bontoxilysin",Domain
IPR000396,"Cyclic-AMP phosphodiesterase, class-II",Family
IPR000397,Heat shock protein Hsp33 protein,Family
IPR000398,"Thymidylate synthase, C-terminal",Domain
IPR000399,"TPP-binding enzymes, conserved site",Conserved_site
IPR000400,"Glycoside hydrolase, family 46",Family
IPR000402,"ATPase, P-type cation exchange, beta subunit",Family
IPR000403,"Phosphatidylinositol 3- and 4-kinase, catalytic",Domain
IPR000404,Flavivirus non-structural protein NS4A,Domain
IPR000405,Galanin receptor,Family
IPR000406,RHO protein GDP dissociation inhibitor,Family
IPR000407,Nucleoside phosphatase GDA1/CD39,Family
IPR000408,"Regulator of chromosome condensation, RCC1",Repeat
IPR000409,Beige/BEACH,Domain
IPR000412,ABC-2,Family
IPR000413,Integrin alpha chain,Family
IPR000415,Nitroreductase-like,Family
IPR000416,Outer capsid protein VP4 haemagglutinin,Family
IPR000417,Hydroxyethylthiazole kinase,Domain
IPR000418,Ets,Domain
IPR000420,Yeast PIR protein repeat,Repeat
IPR000421,"Coagulation factor 5/8 type, C-terminal",Domain
IPR000422,DHBP synthase RibB,Domain
IPR000423,Flagellar protein FlgJ type-1,Family
IPR000424,Primosome PriB/single-strand DNA-binding,Family
IPR000425,Major intrinsic protein,Family
IPR000426,"Proteasome, alpha-subunit, conserved site",Conserved_site
IPR000427,"E2 early regulatory protein, C-terminal",Domain
IPR000428,Copper ion binding protein,Family
IPR000429,"Proteinase inhibitor I14, hirudin",Family
IPR000430,Casein kinase II phosphorylation site,PTM
IPR000431,5-Hydroxytryptamine 5B receptor,Family
IPR000432,"DNA mismatch repair protein MutS, C-terminal",Domain
IPR000433,"Zinc finger, ZZ-type",Domain
IPR000434,Polycystic kidney disease type 1 protein,Family
IPR000435,Tektin,Family
IPR000436,Sushi/SCR/CCP,Domain
IPR000438,"Acetyl-CoA carboxylase carboxyl transferase, beta subunit",Family
IPR000439,Ribosomal protein L15e,Family
IPR000440,"NADH:ubiquinone/plastoquinone oxidoreductase, chain 3",Family
IPR000442,"Intron maturase, type II",Domain
IPR000443,Islet amyloid polypeptide,Family
IPR000445,Helix-hairpin-helix motif,Conserved_site
IPR000446,Nisin,Family
IPR000447,FAD-dependent glycerol-3-phosphate dehydrogenase,Domain
IPR000448,Rhabdovirus nucleocapsid protein,Family
IPR000449,"Ubiquitin-associated/translation elongation factor EF1B, N-terminal",Domain
IPR000450,5-Hydroxytryptamine 1F receptor,Family
IPR000451,NF-kappa-B/Rel/dorsal,Family
IPR000452,Kappa opioid receptor,Family
IPR000453,Chorismate synthase,Family
IPR000454,"ATPase, F0 complex, subunit C",Family
IPR000455,5-Hydroxytryptamine 2A receptor,Family
IPR000456,Ribosomal protein L17,Family
IPR000458,Mucin-like glycoprotein,Family
IPR000460,Neuroligin,Family
IPR000462,CDP-alcohol phosphatidyltransferase,Family
IPR000463,Cytosolic fatty-acid binding,Domain
IPR000465,XPA,Family
IPR000466,Adenosine A3 receptor,Family
IPR000467,D111/G-patch,Domain
IPR000468,Barstar (barnase inhibitor),Family
IPR000469,"G-protein alpha subunit, group 12",Family
IPR000470,"CbxX/CfqX, monofunctional",Family
IPR000471,Interferon alpha/beta/delta,Family
IPR000472,"TGF-beta receptor/activin receptor, type I/II",Domain
IPR000473,Ribosomal protein L36,Family
IPR000475,Retroviral Vif (Viral infectivity) protein,Family
IPR000476,Glycoprotein hormone alpha chain,Family
IPR000477,RNA-directed DNA polymerase (reverse transcriptase),Domain
IPR000479,Cation-independent mannose-6-phosphate receptor,Repeat
IPR000481,Pheromone B alpha-1 receptor,Family
IPR000482,5-Hydroxytryptamine 2B receptor,Family
IPR000483,"Cysteine-rich flanking region, C-terminal",Domain
IPR000484,"Photosynthetic reaction centre, L/M",Family
IPR000485,"Transcription regulator, AsnC-type, HTH domain",Domain
IPR000486,"Extradiol ring-cleavage dioxygenase, classes I and II",Domain
IPR000487,Flavivirus non-structural protein NS2B,Domain
IPR000488,Death,Domain
IPR000489,"Dihydropteroate synthase, DHPS",Domain
IPR000490,"Glycoside hydrolase, family 17",Family
IPR000491,"Inhibin, beta A subunit, N-terminal",Domain
IPR000492,"Protamine 2, PRM2",Family
IPR000493,"Inositol 1,4,5-trisphosphate-binding protein receptor",Domain
IPR000494,"EGF receptor, L domain",Domain
IPR000496,Bradykinin receptor,Family
IPR000497,Dopamine 1B receptor,Family
IPR000498,"Outer membrane protein, OmpA-like, transmembrane region",Domain
IPR000499,Endothelin receptor,Family
IPR000500,Connexins,Family
IPR000501,Processing and transport protein,Family
IPR000502,Muscarinic acetylcholine receptor M5,Family
IPR000503,Histamine H2 receptor,Family
IPR000504,"RNA recognition motif, RNP-1",Domain
IPR000505,5-Hydroxytryptamine 1D receptor,Family
IPR000506,Acetohydroxy acid isomeroreductase C-terminal,Domain
IPR000507,"Adrenergic receptor, beta 1",Family
IPR000509,Ribosomal protein L36e,Family
IPR000510,"Nitrogenase/oxidoreductase, component 1",Domain
IPR000511,Cytochrome c and c1 haem-lyase,Family
IPR000512,Diphtheria toxin (NAD+-dipthamide ADP-ribosyltransferase),Family
IPR000514,"Glycoside hydrolase, family 39",Family
IPR000515,Binding-protein-dependent transport systems inner membrane component,Family
IPR000516,Nickel-dependent hydrogenase b-type cytochrome subunit,Family
IPR000517,"Ribosomal protein L30p/L7e, N-terminal",Domain
IPR000518,"Metallothionein, family 14, prokaryote",Family
IPR000519,P-type trefoil,Domain
IPR000522,Bacterial transport system permease protein,Family
IPR000523,"Magnesium chelatase, ChlI subunit",Domain
IPR000524,"Bacterial regulatory protein GntR, HTH",Domain
IPR000525,Initiator Rep protein,Domain
IPR000526,Auxin-binding protein,Family
IPR000527,Flagellar L-ring protein,Family
IPR000528,Plant lipid transfer protein/Par allergen,Family
IPR000529,Ribosomal protein S6,Family
IPR000530,Ribosomal protein S12e,Family
IPR000531,"TonB-dependent receptor, beta-barrel",Domain
IPR000532,Glucagon/GIP/secretin/VIP,Domain
IPR000533,Tropomyosin,Family
IPR000534,"Semialdehyde dehydrogenase, NAD-binding",Domain
IPR000535,Major sperm protein,Family
IPR000536,"Nuclear hormone receptor, ligand-binding, core",Domain
IPR000537,UbiA prenyltransferase,Family
IPR000538,Link,Domain
IPR000539,Frizzled protein,Domain
IPR000540,"Flagellar motor protein MotA, conserved site",Conserved_site
IPR000541,Uncharacterised protein family UPF0021,Family
IPR000542,Acyltransferase ChoActase/COT/CPT,Family
IPR000544,Lipoate-protein ligase B,Domain
IPR000545,Lactalbumin,Family
IPR000547,"Clathrin, heavy chain/VPS, 7-fold repeat",Repeat
IPR000548,Myelin basic protein,Family
IPR000549,Photosystem I PsaG/PsaK protein,Family
IPR000550,"7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK",Domain
IPR000551,"Bacterial regulatory protein, MerR",Domain
IPR000552,Ribosomal protein L44e,Family
IPR000554,Ribosomal protein S7e,Family
IPR000555,Mov34/MPN/PAD-1,Family
IPR000556,"Glycoside hydrolase, 48F",Domain
IPR000557,Calponin repeat,Repeat
IPR000558,Histone H2B,Family
IPR000559,"Formate-tetrahydrofolate ligase, FTHFS",Domain
IPR000560,Histidine acid phosphatase,Family
IPR000562,"Type II fibronectin, collagen-binding",Domain
IPR000563,Flagellar assembly protein FliH,Family
IPR000565,"DNA topoisomerase, type IIA, subunit B",Family
IPR000566,Lipocalin-related protein and Bos/Can/Equ allergen,Domain
IPR000568,"ATPase, F0 complex, subunit A",Family
IPR000569,HECT,Domain
IPR000571,"Zinc finger, CCCH-type",Domain
IPR000572,"Oxidoreductase, molybdopterin binding",Domain
IPR000573,"Aconitase A/isopropylmalate dehydratase small subunit, swivel",Domain
IPR000574,Tymovirus coat protein,Domain
IPR000576,"Proton/sugar symporter, LacY",Family
IPR000577,"Carbohydrate kinase, FGGY",Family
IPR000579,"ATPase, P type cation-transporter",Family
IPR000580,TSC-22 / Dip / Bun,Family
IPR000581,Dihydroxy-acid and 6-phosphogluconate dehydratase,Family
IPR000582,"Acyl-CoA-binding protein, ACBP",Domain
IPR000583,"Glutamine amidotransferase, class-II",Domain
IPR000584,"Voltage-dependent calcium channel, L-type, beta subunit",Family
IPR000585,Hemopexin/matrixin,Domain
IPR000586,Somatostatin receptor,Family
IPR000587,Creatinase,Domain
IPR000588,"Peptidase A3A, cauliflower mosaic virus, catalytic",Domain
IPR000589,Ribosomal protein S15,Family
IPR000590,"Hydroxymethylglutaryl-coenzyme A synthase, active site",Active_site
IPR000591,"Pleckstrin/G-protein, interacting region",Domain
IPR000592,Ribosomal protein S27e,Family
IPR000593,"RasGAP protein, C-terminal",Domain
IPR000594,UBA/THIF-type NAD/FAD binding fold,Domain
IPR000595,Cyclic nucleotide-binding,Domain
IPR000596,"Cholecystokinin receptor, type A",Family
IPR000597,Ribosomal protein L3,Family
IPR000599,GPR12 orphan receptor,Family
IPR000600,ROK,Family
IPR000601,PKD,Domain
IPR000602,"Glycoside hydrolase, family 38, core",Domain
IPR000603,3A movement protein,Family
IPR000604,"Major outer membrane protein, Chlamydia",Family
IPR000605,"Helicase, superfamily 3, single-stranded DNA/RNA virus",Domain
IPR000606,"RNA helicase 1, viral",Family
IPR000607,Double-stranded RNA-specific adenosine deaminase (DRADA),Domain
IPR000608,"Ubiquitin-conjugating enzyme, E2",Domain
IPR000609,"7TM GPCR , serpentine receptor class g (Srg), Nematode",Family
IPR000610,5-Hydroxytryptamine 1A receptor,Family
IPR000611,Neuropeptide Y receptor,Family
IPR000612,Uncharacterised protein family UPF0057,Family
IPR000614,"Uncharacterised protein family UPF0067, conserved site",Conserved_site
IPR000615,Bestrophin,Family
IPR000617,Napin/ Bra allergen,Family
IPR000618,Insect cuticle protein,Family
IPR000620,"Protein of unknown function DUF6, transmembrane",Domain
IPR000621,Melanocortin 5 receptor,Family
IPR000622,"K/Cl co-transporter, type 1",Family
IPR000623,Shikimate kinase,Domain
IPR000625,"Anti-repression trans-activator protein, REV protein",Family
IPR000626,Ubiquitin,Domain
IPR000627,"Intradiol ring-cleavage dioxygenase, C-terminal",Domain
IPR000628,Vasopressin VIB receptor,Family
IPR000629,"RNA helicase, ATP-dependent, DEAD-box, conserved site",Conserved_site
IPR000630,Ribosomal protein S8,Family
IPR000631,"Uncharacterised protein family, carbohydrate kinase-related",Domain
IPR000632,Yeast Mrs6p protein,Family
IPR000633,"Vinculin, conserved site",Conserved_site
IPR000634,"Serine/threonine dehydratase, pyridoxal-phosphate-binding site",Binding_site
IPR000635,Viral ssDNA-binding protein,Family
IPR000637,"HMG-I and HMG-Y, DNA-binding, conserved site",Conserved_site
IPR000638,Gas vesicle protein GvpA,Family
IPR000639,Epoxide hydrolase-like,Domain
IPR000640,"Translation elongation factor EFG/EF2, C-terminal",Domain
IPR000641,CbxX/CfqX,Family
IPR000642,Peptidase M41,Domain
IPR000643,Iodothyronine deiodinase,Family
IPR000644,"Cystathionine beta-synthase, core",Domain
IPR000645,Type II secretion system protein N,Family
